ID	num_scaff_leaves	num_synth_leaves	num_splits	num_informative_input_trees	num_noninformative_overlapping_input_trees	inf_tree_ids	noninf_tree_ids
ott480670	3	3	0	0	9		tree_ot_2019@tree12.tre,tree_ot_2879@tree1.tre,tree_ot_2179@tree1.tre,tree_ot_290@tree1.tre,tree_ot_2182@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott481192	3	3	0	0	3		tree_ot_2879@tree1.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott481875	5	6	3	1	8	tree_pg_2858@tree6642.tre	tree_ot_2079@tree1.tre,tree_ot_2159@tree1.tre,tree_ot_2188@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2019@tree15.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott483798	6	7	14	5	8	tree_ot_3077@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_2154@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY	tree_ot_2312@tree1.tre,tree_ot_2765@tree1.tre,tree_ot_2018@tree8.tre,tree_ot_1055@tree1.tre,tree_ot_500@tree1.tre,tree_ot_531@tree1.tre,tree_ot_521@tree1.tre,tree_ot_2770@tree1.tre
ott484892	17	27	27	6	7	tree_ot_2879@tree1.tre,tree_ot_2018@tree8.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY	tree_ot_2312@tree1.tre,tree_ot_2307@tree3.tre,tree_ot_2765@tree1.tre,tree_ot_3077@tree1.tre,tree_ot_1055@tree1.tre,tree_ot_500@tree1.tre,tree_ot_531@tree1.tre
ott484893	14	105	40	9	4	tree_ot_3077@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_2018@tree8.tre,tree_ot_1055@tree1.tre,tree_ot_500@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY	tree_ot_2312@tree1.tre,tree_ot_2307@tree3.tre,tree_ot_2765@tree1.tre,tree_ot_531@tree1.tre
ott488749	3	4	6	3	16	tree_ot_2879@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_2312@tree1.tre,tree_ot_2146@tree1.tre,tree_ot_2079@tree1.tre,tree_ot_2765@tree1.tre,tree_ot_3077@tree1.tre,tree_ot_2013@tree8.tre,tree_ot_783@tree1.tre,tree_ot_290@tree1.tre,tree_ot_531@tree1.tre,tree_ot_111@tree1.tre,tree_ot_757@Tr70438.tre,tree_pg_2015@tree4152.tre,tree_ot_782@Tr48736.tre,tree_pg_2404@tree5068.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott488816	2	2	0	0	9		tree_ot_2015@tree5.tre,tree_ot_3077@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_2197@tree2.tre,tree_ot_290@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott489153	3	3	8	4	14	tree_ot_2879@tree1.tre,tree_ot_770@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_2312@tree1.tre,tree_ot_2143@tree1.tre,tree_ot_2765@tree1.tre,tree_ot_3077@tree1.tre,tree_ot_2013@tree8.tre,tree_ot_2018@tree8.tre,tree_ot_1195@tree1.tre,tree_ot_290@tree1.tre,tree_ot_111@tree1.tre,tree_ot_412@Tr77157.tre,tree_pg_2575@tree5974.tre,tree_pg_2404@tree5068.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott48940	4	4	3	1	9	tree_ot_1257@tree2.tre	tree_ot_2158@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_520@tree1.tre,tree_ot_768@tree1.tre,tree_pg_2015@tree4152.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott489432	14	25	51	7	6	tree_ot_3077@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_2154@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY	tree_ot_2312@tree1.tre,tree_ot_2765@tree1.tre,tree_ot_2018@tree8.tre,tree_ot_1055@tree1.tre,tree_ot_500@tree1.tre,tree_ot_531@tree1.tre
ott489918	2	3	0	0	11		tree_ot_2158@tree1.tre,tree_ot_2079@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_520@tree1.tre,tree_ot_290@tree1.tre,tree_ot_847@tree1.tre,tree_pg_2404@tree5068.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott490361	3	5	8	4	7	tree_ot_2097@tree1.tre,tree_ot_2160@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_1844@tree1.tre	tree_ot_2097@tree7.tre,tree_ot_2097@tree4.tre,tree_ot_2097@tree3.tre,tree_ot_2097@tree2.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott494360	5	8	24	8	6	tree_ot_2020@tree5.tre,tree_ot_2020@tree4.tre,tree_ot_3077@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_806@tree2.tre,tree_ot_786@Tr53559.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_2018@tree8.tre,tree_ot_500@tree1.tre,tree_ot_531@tree1.tre,tree_pg_2798@tree6497.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott494364	8	12	46	9	2	tree_ot_2020@tree5.tre,tree_ot_2020@tree4.tre,tree_ot_3077@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_806@tree2.tre,tree_pg_2798@tree6497.tre,tree_ot_786@Tr53559.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_2770@tree1.tre,TAXONOMY
ott494365	3	6	14	7	10	tree_ot_2020@tree5.tre,tree_ot_2020@tree4.tre,tree_ot_2879@tree1.tre,tree_ot_806@tree2.tre,tree_ot_786@Tr53559.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_2312@tree1.tre,tree_ot_2307@tree3.tre,tree_ot_2765@tree1.tre,tree_ot_3077@tree1.tre,tree_ot_2018@tree8.tre,tree_ot_1055@tree1.tre,tree_ot_214@tree1.tre,tree_pg_2798@tree6497.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott494366	22	75	71	12	8	tree_ot_2020@tree5.tre,tree_ot_2020@tree4.tre,tree_ot_3077@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_2018@tree8.tre,tree_ot_1055@tree1.tre,tree_ot_806@tree2.tre,tree_pg_2798@tree6497.tre,tree_ot_786@Tr53559.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY	tree_ot_2312@tree1.tre,tree_ot_2307@tree3.tre,tree_ot_2765@tree1.tre,tree_ot_500@tree1.tre,tree_ot_531@tree1.tre,tree_pg_2913@tree6741.tre,tree_ot_214@tree1.tre,tree_ot_2770@tree1.tre
ott494369	2	3	0	0	18		tree_ot_2312@tree1.tre,tree_ot_2307@tree3.tre,tree_ot_2020@tree5.tre,tree_ot_2020@tree4.tre,tree_ot_2765@tree1.tre,tree_ot_3077@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_2018@tree8.tre,tree_ot_1055@tree1.tre,tree_ot_806@tree2.tre,tree_ot_531@tree1.tre,tree_ot_214@tree1.tre,tree_pg_2798@tree6497.tre,tree_ot_786@Tr53559.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott494373	4	4	3	1	6	tree_ot_121@tree7.tre	tree_ot_2879@tree1.tre,tree_pg_2913@tree6741.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott4947682	2	2	0	0	6		tree_ot_2180@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_2179@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott4947690	3	3	4	2	7	tree_ot_2879@tree1.tre,tree_ot_2179@tree1.tre	tree_ot_3077@tree1.tre,tree_pg_2913@tree6742.tre,tree_pg_1586@tree3208.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott4947835	4	576	32	11	5	tree_ot_2312@tree1.tre,tree_ot_2765@tree1.tre,tree_ot_3077@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_2018@tree8.tre,tree_ot_1055@tree1.tre,tree_ot_500@tree1.tre,tree_ot_531@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre	tree_ot_2307@tree3.tre,tree_ot_2186@tree1.tre,tree_pg_2913@tree6741.tre,tree_ot_214@tree1.tre,TAXONOMY
ott496027	5	21	10	4	18	tree_ot_2879@tree1.tre,tree_ot_2149@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_2312@tree1.tre,tree_ot_2765@tree1.tre,tree_ot_3077@tree1.tre,tree_ot_2013@tree8.tre,tree_ot_1195@tree1.tre,tree_ot_783@tree1.tre,tree_ot_290@tree1.tre,tree_ot_531@tree1.tre,tree_pg_2913@tree6742.tre,tree_ot_111@tree1.tre,tree_ot_757@Tr70438.tre,tree_ot_854@tree1.tre,tree_ot_841@tree1.tre,tree_ot_874@tree1.tre,tree_ot_782@Tr48736.tre,tree_pg_2404@tree5068.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott499628	7	8	39	8	12	tree_ot_2158@tree1.tre,tree_ot_2079@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_520@tree1.tre,tree_ot_763@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre	tree_ot_2312@tree1.tre,tree_ot_2765@tree1.tre,tree_ot_3077@tree1.tre,tree_ot_2013@tree8.tre,tree_ot_783@tree1.tre,tree_ot_290@tree1.tre,tree_ot_531@tree1.tre,tree_pg_2015@tree4152.tre,tree_ot_869@tree1.tre,tree_ot_782@Tr48736.tre,tree_pg_2404@tree5068.tre,TAXONOMY
ott500662	2	2	0	0	5		tree_ot_2879@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott501723	2	2	0	0	9		tree_ot_2015@tree5.tre,tree_ot_3077@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_2197@tree2.tre,tree_ot_290@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott501739	2	3	0	0	6		tree_ot_2015@tree5.tre,tree_ot_3077@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_2197@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott5023	2	2	0	0	7		tree_ot_3077@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_124@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott5025	2	3	0	0	4		tree_ot_124@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott5030	3	3	4	2	9	tree_ot_124@tree1.tre,tree_ot_809@tree2.tre	tree_ot_2312@tree1.tre,tree_ot_2765@tree1.tre,tree_ot_3077@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_2018@tree8.tre,tree_ot_1055@tree1.tre,tree_ot_521@tree1.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott503778	2	2	0	0	9		tree_ot_2879@tree1.tre,tree_ot_290@tree1.tre,tree_ot_179@tree1.tre,tree_ot_180@tree1.tre,tree_ot_874@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott506268	2	2	0	0	7		tree_ot_2879@tree1.tre,tree_ot_290@tree1.tre,tree_ot_180@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott507120	19	22	46	4	14	tree_ot_2222@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_2312@tree1.tre,tree_ot_2765@tree1.tre,tree_ot_3077@tree1.tre,tree_ot_2013@tree8.tre,tree_ot_2018@tree8.tre,tree_ot_1055@tree1.tre,tree_ot_783@tree1.tre,tree_ot_290@tree1.tre,tree_ot_532@tree1.tre,tree_ot_111@tree1.tre,tree_ot_412@Tr77157.tre,tree_ot_841@tree1.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott509065	2	2	0	0	10		tree_ot_2085@tree1.tre,tree_ot_3077@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_2018@tree8.tre,tree_ot_500@tree1.tre,tree_ot_116@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott509848	5	7	10	5	5	tree_ot_2879@tree1.tre,tree_ot_773@tree1.tre,tree_ot_116@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_2085@tree1.tre,tree_ot_3077@tree1.tre,tree_ot_867@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott51271	2	2	0	0	9		tree_ot_2312@tree1.tre,tree_ot_2108@tree1.tre,tree_ot_2765@tree1.tre,tree_ot_2879@tree1.tre,tree_pg_2872@tree6665.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott51275	3	3	2	1	8	tree_ot_2879@tree1.tre	tree_ot_2108@tree1.tre,tree_ot_3077@tree1.tre,tree_ot_2132@tree2.tre,tree_pg_2872@tree6665.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott512918	2	2	0	0	8		tree_ot_2145@tree2.tre,tree_ot_2307@tree3.tre,tree_ot_3077@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_1968@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott513100	4	12	19	8	9	tree_ot_2879@tree1.tre,tree_ot_290@tree1.tre,tree_ot_111@tree1.tre,tree_ot_175@tree1.tre,tree_ot_854@tree1.tre,tree_ot_782@Tr48736.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_2146@tree1.tre,tree_ot_3077@tree1.tre,tree_ot_2013@tree8.tre,tree_ot_783@tree1.tre,tree_ot_531@tree1.tre,tree_pg_2913@tree6742.tre,tree_pg_2404@tree5068.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott51351	7	10	30	5	7	tree_ot_2879@tree1.tre,tree_ot_425@tree1.tre,tree_pg_2804@tree6511.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_2072@tree2.tre,tree_ot_3077@tree1.tre,tree_ot_2018@tree8.tre,tree_ot_753@tree1.tre,tree_ot_1002@tree1.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott513890	7	8	13	4	4	tree_ot_2879@tree1.tre,tree_pg_2853@tree6624.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_2312@tree1.tre,tree_ot_2765@tree1.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott515158	28	47	50	6	20	tree_ot_2143@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_1195@tree1.tre,tree_pg_2913@tree6742.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_2019@tree14.tre,tree_ot_2312@tree1.tre,tree_ot_2765@tree1.tre,tree_ot_3077@tree1.tre,tree_ot_2013@tree8.tre,tree_ot_2018@tree8.tre,tree_ot_1055@tree1.tre,tree_ot_783@tree1.tre,tree_ot_290@tree1.tre,tree_ot_531@tree1.tre,tree_ot_111@tree1.tre,tree_ot_757@Tr70438.tre,tree_ot_412@Tr77157.tre,tree_ot_854@tree1.tre,tree_ot_841@tree1.tre,tree_ot_782@Tr48736.tre,tree_pg_2404@tree5068.tre,tree_ot_2019@tree9.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott515434	2	3	0	0	8		tree_ot_2015@tree5.tre,tree_ot_3077@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_2197@tree2.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott518143	2	2	0	0	12		tree_ot_2019@tree14.tre,tree_ot_2385@tree1.tre,tree_ot_2143@tree1.tre,tree_ot_2080@tree1.tre,tree_ot_3077@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_412@Tr77157.tre,tree_pg_2692@tree6245.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott520459	2	2	0	0	7		tree_ot_2302@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2019@tree10.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott520921	4	5	10	4	5	tree_ot_2879@tree1.tre,tree_ot_2179@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_290@tree1.tre,tree_pg_2913@tree6742.tre,tree_pg_1586@tree3208.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott521328	2	3	0	0	13		tree_ot_2307@tree3.tre,tree_ot_2072@tree2.tre,tree_ot_3077@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_2018@tree8.tre,tree_ot_753@tree1.tre,tree_ot_425@tree1.tre,tree_ot_1002@tree1.tre,tree_pg_2804@tree6511.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott521334	2	2	0	0	13		tree_ot_2307@tree3.tre,tree_ot_2072@tree2.tre,tree_ot_3077@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_2018@tree8.tre,tree_ot_753@tree1.tre,tree_ot_425@tree1.tre,tree_ot_1002@tree1.tre,tree_pg_2804@tree6511.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott522080	4	5	0	0	6		tree_ot_3077@tree1.tre,tree_ot_2013@tree8.tre,tree_ot_290@tree1.tre,tree_ot_521@tree1.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott5223432	2	2	0	0	9		tree_ot_2015@tree5.tre,tree_ot_3077@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_2018@tree8.tre,tree_ot_500@tree1.tre,tree_pg_2796@tree6491.tre,tree_ot_521@tree1.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott524017	2	2	0	0	11		tree_ot_3077@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_2018@tree8.tre,tree_ot_2154@tree1.tre,tree_ot_1055@tree1.tre,tree_pg_2913@tree6741.tre,tree_ot_148@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott525755	2	3	0	0	9		tree_ot_2141@tree1.tre,tree_ot_2312@tree1.tre,tree_ot_2307@tree3.tre,tree_ot_2765@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott5274	2	3	0	0	14		tree_ot_2141@tree1.tre,tree_ot_2312@tree1.tre,tree_ot_2765@tree1.tre,tree_ot_3077@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_2018@tree8.tre,tree_ot_1055@tree1.tre,tree_ot_500@tree1.tre,tree_ot_531@tree1.tre,tree_ot_816@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott5275	2	2	0	0	14		tree_ot_2141@tree1.tre,tree_ot_2312@tree1.tre,tree_ot_2765@tree1.tre,tree_ot_3077@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_2018@tree8.tre,tree_ot_1055@tree1.tre,tree_ot_500@tree1.tre,tree_ot_531@tree1.tre,tree_ot_816@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott531218	5	9	6	3	16	tree_ot_2879@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_2312@tree1.tre,tree_ot_2146@tree1.tre,tree_ot_2765@tree1.tre,tree_ot_3077@tree1.tre,tree_ot_2013@tree8.tre,tree_ot_2018@tree8.tre,tree_ot_1055@tree1.tre,tree_ot_783@tree1.tre,tree_ot_290@tree1.tre,tree_ot_500@tree1.tre,tree_ot_531@tree1.tre,tree_ot_757@Tr70438.tre,tree_ot_782@Tr48736.tre,tree_pg_2404@tree5068.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott532632	2	3	0	0	9		tree_ot_2158@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_520@tree1.tre,tree_ot_863@tree2.tre,tree_ot_290@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott5339108	2	2	0	0	7		tree_ot_2079@tree1.tre,tree_ot_3077@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_1043@tree1.tre,tree_pg_1966@tree4019.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott5340517	3	3	0	0	2		tree_ot_2770@tree1.tre,TAXONOMY
ott534441	2	2	0	0	12		tree_ot_3077@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_2017@tree1.tre,tree_ot_504@tree3.tre,tree_pg_2913@tree6741.tre,tree_pg_1766@tree3561.tre,tree_ot_794@tree2.tre,tree_ot_159@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott53643	7	11	24	5	6	tree_ot_2167@tree2.tre,tree_ot_2879@tree1.tre,tree_pg_2913@tree6742.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_1195@tree1.tre,tree_ot_749@tree1.tre,tree_ot_290@tree1.tre,tree_ot_2019@tree15.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott537133	2	2	0	0	8		tree_ot_2750@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_290@tree1.tre,tree_ot_178@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott537964	16	42	45	5	7	tree_ot_2158@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_520@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_1195@tree1.tre,tree_ot_290@tree1.tre,tree_pg_2913@tree6742.tre,tree_ot_855@tree1.tre,tree_ot_847@tree1.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott539130	17	77	79	10	7	tree_ot_3077@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_2018@tree8.tre,tree_ot_1055@tree1.tre,tree_ot_147@tree1.tre,tree_ot_838@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY	tree_ot_2312@tree1.tre,tree_ot_2307@tree3.tre,tree_ot_2765@tree1.tre,tree_ot_500@tree1.tre,tree_ot_531@tree1.tre,tree_pg_2913@tree6741.tre,tree_ot_214@tree1.tre
ott539139	20	38	88	11	4	tree_ot_2312@tree1.tre,tree_ot_2765@tree1.tre,tree_ot_3077@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_2018@tree8.tre,tree_ot_1055@tree1.tre,tree_ot_129@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY	tree_ot_2307@tree3.tre,tree_ot_500@tree1.tre,tree_ot_531@tree1.tre,tree_ot_214@tree1.tre
ott540004	2	2	0	0	14		tree_ot_2312@tree1.tre,tree_ot_2765@tree1.tre,tree_ot_3077@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_1004@tree1.tre,tree_ot_290@tree1.tre,tree_ot_500@tree1.tre,tree_ot_831@tree2.tre,tree_ot_782@Tr48736.tre,tree_pg_2404@tree5068.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott540031	11	20	42	6	10	tree_ot_2108@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_123@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY	tree_ot_2312@tree1.tre,tree_ot_2307@tree3.tre,tree_ot_2765@tree1.tre,tree_ot_3077@tree1.tre,tree_ot_2132@tree2.tre,tree_ot_2018@tree8.tre,tree_ot_1055@tree1.tre,tree_ot_500@tree1.tre,tree_ot_531@tree1.tre,tree_ot_2770@tree1.tre
ott540032	5	5	4	1	9	tree_ot_123@tree1.tre	tree_ot_2312@tree1.tre,tree_ot_2307@tree3.tre,tree_ot_2108@tree1.tre,tree_ot_2765@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott541992	2	2	0	0	9		tree_ot_2314@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_153@tree1.tre,tree_ot_830@tree1.tre,tree_ot_156@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott542679	2	2	0	0	8		tree_ot_2015@tree5.tre,tree_ot_3077@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_290@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott543770	2	2	0	0	7		tree_ot_2184@tree1.tre,tree_ot_1001@tree1.tre,tree_pg_2913@tree6741.tre,tree_pg_2444@tree6526.tre,tree_ot_521@tree1.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott544648	2	3	0	0	10		tree_ot_2158@tree1.tre,tree_ot_3077@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_520@tree1.tre,tree_ot_290@tree1.tre,tree_ot_763@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott544654	2	3	0	0	9		tree_ot_2158@tree1.tre,tree_ot_2079@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_520@tree1.tre,tree_ot_290@tree1.tre,tree_ot_763@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott54484	4	4	0	0	10		tree_ot_2072@tree2.tre,tree_ot_3077@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_425@tree1.tre,tree_ot_1002@tree1.tre,tree_pg_2804@tree6511.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott547315	2	2	0	0	6		tree_ot_2879@tree1.tre,tree_pg_2853@tree6624.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott549510	4	8	0	0	12		tree_ot_2158@tree1.tre,tree_ot_3077@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_1195@tree1.tre,tree_ot_520@tree1.tre,tree_ot_863@tree2.tre,tree_ot_290@tree1.tre,tree_pg_2913@tree6742.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
